Gen,x0_0,x0_1,x1_0,x1_1,x2_0,x2_1,x3_0,x3_1,x4_0,x4_1,x5_0,x5_1,x6_0,x6_1,x7_0,x7_1,x8_0,x8_1,x9_0,x9_1,x10_0,x10_1,x11_0,x11_1,x12_0,x12_1,x13_0,x13_1,x14_0,x14_1,x15_0,x15_1,x16_0,x16_1,x17_0,x17_1,x18_0,x18_1,x19_0,x19_1,x20_0,x20_1,x21_0,x21_1,x22_0,x22_1,x23_0,x23_1,x24_0,x24_1,x25_0,x25_1,x26_0,x26_1,x27_0,x27_1,x28_0,x28_1,x29_0,x29_1,
171,0.009401,0.005910,0.009574,0.015767,0.018472,-0.008458,0.018472,-0.008458,0.025503,0.007282,-0.029601,-0.014029,0.015029,0.052591,0.015029,0.052591,-0.018780,0.049867,-0.021660,-0.049281,0.001210,0.067105,-0.021865,0.060041,-0.003307,0.072403,-0.012045,0.070159,-0.039485,-0.001010,-0.008384,-0.076610,-0.008384,-0.076610,-0.017266,0.075954,0.011682,0.084539,0.043888,0.030344,0.043888,0.030344,-0.047407,-0.020488,0.048422,-0.048495,0.008531,-0.103831,0.048594,-0.062512,-0.001412,-0.110363,0.034038,-0.091786,0.041096,-0.081110,0.059622,0.038425,0.059622,0.038425,
172,0.002787,0.022506,0.002787,0.022506,0.005407,0.022766,-0.012847,0.021914,-0.012847,0.021914,-0.012598,-0.027543,-0.031538,-0.011169,-0.031538,-0.011169,0.028265,-0.028592,0.003528,-0.064221,0.034993,0.001832,-0.012091,-0.061887,-0.034704,0.021890,-0.034704,0.021890,0.034770,0.023140,0.034770,0.023140,0.016514,0.063024,0.040287,0.013404,0.040287,0.013404,-0.000606,0.081778,-0.023693,-0.070288,0.027931,0.067137,0.009704,-0.084759,0.025989,-0.076655,0.025989,-0.076655,0.040814,-0.051604,-0.039648,0.055169,0.044178,0.042959,0.041492,0.058216,0.041492,0.058216,
173,-0.007946,0.001645,-0.007932,-0.013360,-0.011972,0.000450,-0.011972,0.000450,0.013131,-0.041221,0.013131,-0.041221,0.013190,0.046751,0.027705,-0.023296,0.031412,0.005783,0.031412,0.005783,-0.033523,0.002731,0.027231,0.044704,-0.022594,-0.054055,-0.035721,-0.026577,0.031447,0.042256,0.013971,-0.067967,-0.001771,0.073405,-0.001771,0.073405,0.007325,0.079196,-0.043629,-0.021625,-0.043629,-0.021625,0.004023,0.085223,0.020146,-0.077498,0.026051,0.074007,0.029240,0.069749,-0.002588,-0.090884,-0.049359,0.016910,-0.049359,0.016910,0.049451,-0.016169,0.023026,-0.083686,
174,-0.010870,-0.002481,-0.010282,0.014039,-0.012863,0.022871,-0.012863,0.022871,-0.006447,0.035244,-0.021589,0.019528,0.013679,0.040181,0.013679,0.040181,0.027625,-0.013715,-0.020314,0.045496,0.022715,0.046416,0.022715,0.046416,0.012479,0.060067,0.012479,0.060067,-0.036686,-0.011776,0.016650,0.062387,-0.034537,-0.031410,-0.034537,-0.031410,0.038341,-0.012228,-0.001874,0.073912,-0.041511,0.005501,0.009512,0.077464,0.009512,0.077464,-0.043335,0.001645,-0.043335,0.001645,0.002248,0.083383,0.032722,0.057609,0.032722,0.057609,-0.039994,-0.040111,-0.023113,0.075260,
175,-0.005356,-0.016312,-0.005356,-0.016312,0.009612,0.020957,-0.015251,-0.004593,-0.016556,-0.013422,-0.020919,-0.012864,-0.023013,0.004107,0.017556,-0.031604,-0.020423,0.025988,0.025707,-0.021752,0.008377,-0.056141,0.026818,-0.032527,0.024765,0.040613,0.006402,-0.061917,0.006402,-0.061917,0.011493,0.061414,0.034825,0.004500,-0.026062,-0.046451,0.033265,-0.037399,0.033265,-0.037399,0.035267,-0.033070,-0.022697,0.061229,0.022133,0.063173,0.016956,0.069102,0.016956,0.069102,-0.016119,0.072045,0.041806,0.002910,0.040290,-0.029613,0.043213,-0.010377,0.044846,-0.018311,
176,-0.010189,-0.009427,0.002557,0.021873,0.010963,0.016984,0.017499,0.015978,-0.003571,0.038861,-0.016798,-0.028466,0.011414,0.039018,0.011414,0.039018,-0.008772,0.041596,-0.023456,0.014575,0.016066,-0.035144,0.025963,0.019389,0.026243,-0.034217,0.026243,-0.034217,-0.000916,0.062184,-0.000916,0.062184,0.029537,-0.030048,0.032197,-0.029209,0.006425,-0.067865,0.019326,0.073785,0.019326,0.073785,0.038727,-0.040727,-0.040368,-0.034915,-0.040368,-0.034915,0.044991,0.000640,0.044657,0.027872,-0.040563,0.049756,-0.040563,0.049756,0.044538,-0.038015,-0.013172,-0.088950,
177,-0.006443,-0.011817,-0.006443,-0.011817,0.007664,-0.024819,0.015748,-0.005298,0.018203,-0.015776,0.015550,0.024619,0.015550,0.024619,-0.015758,0.025601,-0.020931,0.008403,-0.020534,-0.011772,-0.011967,0.042804,-0.024785,0.014200,-0.019119,-0.034705,-0.019119,-0.034705,-0.027124,-0.010803,-0.028771,-0.013082,-0.007861,-0.057084,0.010918,-0.056097,-0.030402,-0.027453,-0.030402,-0.027453,-0.014928,0.056787,-0.029342,0.034173,-0.029342,0.034173,-0.024570,-0.047355,-0.024570,-0.047355,-0.029055,0.038154,-0.029055,0.038154,0.005699,0.066367,0.018428,0.064844,0.018428,0.064844,
178,-0.002230,-0.009487,-0.002230,-0.009487,-0.005507,-0.010074,0.011078,0.002804,0.010940,-0.007709,0.010940,-0.007709,0.009226,0.015129,0.013135,-0.009905,0.005267,0.026657,0.005267,0.026657,-0.002745,-0.029098,-0.000707,-0.037214,-0.004434,-0.038244,-0.004434,-0.038244,0.020102,0.013033,0.027280,0.004758,-0.006489,-0.051496,0.017302,0.042461,-0.001039,-0.057758,-0.028882,0.022895,-0.028882,0.022895,0.026224,0.033676,-0.023432,0.040614,-0.023432,0.040614,0.030817,0.018981,0.031116,0.020725,-0.008595,-0.060870,0.017779,0.054607,0.035345,-0.025019,0.016566,-0.064047,
179,0.000207,0.005405,0.008628,0.002675,0.008628,0.002675,0.005226,0.015582,0.005226,0.015582,0.003681,0.018748,0.004462,0.025080,0.009350,-0.022491,0.009350,-0.022491,-0.016993,-0.008680,-0.016993,-0.008680,-0.013475,0.023816,0.002334,-0.040111,-0.003407,0.040381,0.000684,-0.046850,-0.002943,-0.048834,-0.002943,-0.048834,0.020708,-0.030751,0.020479,0.034315,-0.024397,-0.027097,0.017721,-0.044117,0.017721,-0.044117,-0.012768,-0.050175,-0.029647,-0.013689,-0.020611,-0.052282,-0.020611,-0.052282,0.016923,-0.059543,0.036081,0.016720,-0.016055,-0.063022,-0.037503,-0.004888,
180,-0.006836,0.002412,-0.008210,0.011164,-0.005991,0.020632,-0.005991,0.020632,-0.003151,-0.028060,0.001837,-0.031197,-0.011162,-0.026478,0.010876,-0.027737,0.014095,-0.025818,-0.017127,-0.019546,-0.017127,-0.019546,0.014207,-0.026999,0.019741,-0.010549,0.003892,-0.044847,0.003892,-0.044847,0.024525,-0.009325,0.013385,-0.042504,0.024077,-0.026274,0.024145,0.037173,-0.031645,0.004110,-0.031645,0.004110,0.028095,-0.028490,0.028067,-0.032442,0.030649,-0.028009,0.030649,-0.028009,-0.019334,0.053755,-0.034255,-0.011566,-0.016196,0.058068,-0.016196,0.058068,-0.036547,-0.003785,
181,-0.002939,0.020099,-0.008640,-0.016067,0.007733,-0.021840,-0.002648,-0.028647,-0.002648,-0.028647,-0.006778,-0.027494,0.015170,0.012734,0.015170,0.012734,0.017402,-0.001084,-0.017512,0.006345,-0.017512,0.006345,0.004980,-0.033564,0.020466,-0.004230,-0.014903,-0.030533,-0.021305,-0.024638,-0.021305,-0.024638,-0.007638,0.048167,0.019198,-0.036795,0.026795,-0.019346,0.004543,0.056583,-0.020897,0.041813,0.030166,0.015774,0.030166,0.015774,-0.032390,0.014927,0.019083,-0.051655,-0.033248,0.010131,-0.033248,0.010131,-0.003216,0.062767,0.018965,-0.055160,-0.035317,-0.007717,
182,-0.004207,-0.001708,-0.004207,-0.001708,0.009355,0.017559,-0.008592,-0.020747,-0.013738,-0.014761,-0.013738,-0.014761,-0.015795,-0.012292,0.017355,0.020527,-0.002362,0.038314,-0.002362,0.038314,-0.011791,0.034642,0.018585,0.031628,-0.008918,-0.045574,0.014510,-0.043005,-0.007393,-0.048943,-0.001683,-0.051615,-0.017905,0.040003,0.022425,0.032899,-0.017295,-0.043892,-0.021318,0.038902,-0.026117,0.026877,-0.017323,-0.045390,-0.010051,0.052748,0.017483,0.046440,0.017584,-0.047755,0.017584,-0.047755,0.022257,0.043765,0.029844,0.026151,0.033227,-0.001153,0.033097,-0.011468,
183,0.001978,-0.005874,0.001978,-0.005874,0.003725,0.005463,0.003725,0.005463,-0.005737,0.000003,-0.000159,0.011611,-0.000159,0.011611,0.006528,0.009320,0.001952,-0.022235,0.001952,-0.022235,-0.006335,-0.026942,-0.006335,-0.026942,-0.009870,-0.024930,0.006673,0.028506,0.018179,-0.002404,0.018179,-0.002404,0.000256,-0.034945,0.000256,-0.034945,-0.019259,-0.026897,0.021625,0.021865,0.002379,0.046463,0.025752,0.016207,-0.023990,-0.024147,-0.007179,0.049563,0.028697,0.000865,0.028697,0.000865,0.008197,0.052424,0.029257,0.005711,0.029257,0.005711,-0.017361,0.045181,
184,-0.000648,0.007248,0.003281,-0.010061,0.003281,-0.010061,-0.004385,-0.008548,0.002657,-0.017816,-0.005480,-0.024273,-0.008196,-0.025118,-0.003972,-0.029616,-0.018268,-0.008873,0.011111,-0.034948,0.011111,-0.034948,0.019417,0.018552,-0.010504,-0.037100,0.005254,-0.041233,0.017949,0.026024,-0.017152,0.034279,-0.022418,0.021689,-0.004435,-0.048230,0.022605,-0.025465,0.022605,-0.025465,0.024891,0.016978,0.021467,-0.029106,0.024692,-0.018420,-0.026914,-0.010222,0.001755,-0.052331,0.005900,-0.053707,-0.026154,-0.025119,0.026102,0.030470,0.000701,-0.059931,-0.031522,0.014697,
185,0.002855,-0.005418,0.003439,0.007131,0.007611,-0.018860,-0.011388,0.014323,-0.011388,0.014323,0.010378,-0.017438,0.010378,-0.017438,0.013945,0.008845,0.000724,-0.035824,0.000724,-0.035824,0.001324,0.038982,0.020672,0.005948,0.002776,-0.040309,0.001120,0.044202,-0.023974,0.011263,0.013315,0.039783,0.020586,-0.033149,0.020586,-0.033149,0.014593,-0.043651,0.029739,-0.016220,0.031273,-0.001661,-0.010054,-0.055907,-0.031583,0.005051,-0.031583,0.005051,-0.028297,-0.028326,-0.028297,-0.028326,-0.031643,-0.016020,0.030065,0.028979,0.006275,0.062380,0.027314,0.039939,
186,-0.008776,-0.001806,-0.008776,-0.001806,-0.007664,-0.008895,0.003048,0.018036,0.003048,0.018036,-0.007311,0.013253,-0.012376,0.006105,-0.015285,-0.000548,-0.015285,-0.000548,-0.006242,-0.026298,-0.006242,-0.026298,0.015202,-0.014771,-0.009654,0.029519,-0.012993,-0.024884,-0.012993,-0.024884,0.001044,0.037804,-0.015635,-0.024611,0.020140,-0.008525,0.020140,-0.008525,0.020710,0.003223,0.014434,-0.029248,0.022487,-0.000463,0.017771,0.028175,0.017771,0.028175,0.020904,-0.022315,0.020904,-0.022315,-0.005231,0.044371,-0.010665,0.042041,-0.023767,0.016167,0.024706,0.010264,
187,-0.000864,0.009012,-0.000327,-0.010329,0.001613,-0.010955,0.011376,0.008060,-0.017890,0.003295,-0.018019,0.000620,0.016861,-0.012071,0.016861,-0.012071,-0.016140,-0.016445,-0.013255,-0.027649,0.007684,-0.035397,-0.015359,-0.025421,0.020451,-0.012724,-0.018275,-0.024236,0.023392,0.006646,-0.018306,0.031896,-0.014912,-0.040211,-0.026081,0.009412,0.018165,-0.036659,0.018165,-0.036659,-0.004668,-0.049609,0.025170,-0.018712,0.026876,0.006747,0.026876,0.006747,-0.008539,-0.048825,-0.026911,0.016293,-0.026911,0.016293,-0.021511,-0.035170,-0.028431,-0.007053,-0.028800,-0.012563,
188,-0.006260,-0.007450,-0.004553,0.011413,-0.004553,0.011413,-0.008236,0.003043,-0.004081,0.021901,0.000984,0.026779,0.000984,0.026779,-0.014108,0.008715,0.010066,-0.020684,0.015562,-0.007640,0.014481,0.013982,0.012656,-0.026816,-0.011351,-0.030234,-0.013579,-0.028540,-0.013579,-0.028540,0.003387,-0.038455,0.019144,-0.016229,0.019144,-0.016229,0.016675,0.024395,0.018020,0.021692,0.003951,0.039867,-0.008153,0.039911,0.023325,0.007879,-0.005651,-0.045107,-0.025450,-0.008368,0.020533,0.033711,0.020533,0.033711,-0.027412,0.007672,-0.027412,0.007672,0.027873,-0.002777,
189,-0.007547,0.012016,0.002742,0.019850,0.002742,0.019850,0.005076,-0.018626,0.006987,0.017015,0.017851,0.005800,0.017851,0.005800,-0.019013,0.004538,-0.019013,0.004538,0.020388,-0.004023,-0.016938,0.025750,-0.019087,0.020077,0.015691,0.029489,-0.022298,0.016130,-0.001005,0.047479,-0.021641,-0.024877,-0.021641,-0.024877,-0.019522,-0.032783,-0.026405,-0.000882,0.000823,-0.049955,-0.015934,0.046658,0.022086,0.038965,0.022086,0.038965,-0.024225,0.036061,-0.024225,0.036061,-0.030043,0.016188,0.022787,0.040185,0.030998,0.009503,-0.030079,0.021228,-0.010052,-0.058854,
190,-0.002820,-0.000802,0.000405,0.008025,0.004750,0.006496,0.000603,-0.011552,-0.000505,0.012622,0.007102,-0.001800,0.007102,-0.001800,0.000138,-0.013417,-0.000354,0.014816,0.003095,-0.022743,0.003095,-0.022743,0.006027,-0.027085,0.004651,0.029863,-0.009983,0.026603,-0.017081,-0.009698,-0.017081,-0.009698,0.005555,-0.032662,0.005555,-0.032662,0.001463,0.037243,0.019600,-0.011623,0.020595,0.004850,0.020595,0.004850,0.003459,0.041212,-0.017778,-0.027603,0.019959,0.026150,0.015875,0.036310,0.020507,0.028456,0.000934,0.047890,-0.023241,-0.022186,-0.026166,-0.003072,
191,0.003262,0.005432,0.005890,-0.005646,0.005890,-0.005646,-0.000048,-0.014773,0.008496,-0.006768,-0.009073,-0.007600,-0.005956,-0.018473,0.000533,-0.024945,-0.006494,-0.022213,-0.001588,-0.025390,0.011963,0.020544,0.011963,0.020544,0.015329,0.010355,0.003621,-0.031505,-0.014722,0.018597,0.015812,-0.017495,0.019114,-0.001803,-0.016678,-0.020736,-0.016678,-0.020736,-0.005396,-0.037129,-0.005396,-0.037129,-0.015814,0.026357,-0.021285,-0.000980,0.015728,0.031088,0.025066,-0.008261,-0.016973,0.035783,-0.027375,-0.006759,-0.027722,0.008148,-0.027722,0.008148,-0.025620,0.023955,
192,-0.001293,-0.006661,-0.001293,-0.006661,0.001542,0.007073,0.000519,-0.020614,0.004286,0.019556,-0.007993,-0.018903,-0.007993,-0.018903,-0.014650,-0.006193,-0.015418,-0.008092,-0.008912,-0.025381,-0.010040,0.024413,0.014826,0.013985,0.017210,0.001381,-0.019328,-0.017340,0.002924,-0.040106,0.006768,-0.038471,-0.008839,-0.037410,-0.006067,0.039521,0.022658,-0.007002,-0.006424,0.041965,0.009147,0.040232,-0.008427,-0.041120,-0.019136,-0.026626,0.004629,-0.044190,-0.023589,-0.009258,-0.023589,-0.009258,-0.009881,-0.046371,-0.010063,0.048184,0.011637,0.048294,-0.026704,-0.018901,
193,-0.001390,0.004496,0.000911,0.009488,0.006362,0.000451,0.006362,0.000451,0.003859,0.011642,0.003859,0.011642,0.006504,-0.012938,0.003497,0.017276,0.003497,0.017276,-0.000552,-0.018538,-0.003905,-0.018712,0.010143,0.008465,-0.010028,0.013181,-0.010298,-0.012747,-0.009458,-0.015499,-0.011871,0.010427,-0.007179,-0.024086,0.014121,-0.010631,0.014121,-0.010631,0.009119,-0.029293,0.009119,-0.029293,0.001749,-0.034317,0.001749,-0.034317,-0.008839,0.031374,-0.017594,0.015395,-0.001967,0.038958,-0.018818,0.019887,0.004112,0.040921,-0.007656,0.039470,0.008694,0.042617,
194,0.000931,0.007324,0.005744,0.002664,0.004894,0.007685,0.005010,-0.009299,0.007841,0.001180,-0.002647,0.016327,-0.000370,-0.021583,-0.009670,-0.012679,0.005728,0.020006,0.013005,-0.000943,0.013005,-0.000943,0.013703,0.003880,-0.013814,-0.004705,-0.010304,0.018089,0.012142,0.014822,0.004882,0.026268,0.001616,-0.028203,0.005736,-0.027269,0.016310,-0.005579,0.014116,0.016295,-0.014653,-0.015581,0.000248,0.032628,-0.015031,-0.017197,0.004119,-0.033009,0.004119,-0.033009,-0.016570,-0.014877,0.014132,-0.025523,0.013032,0.028468,-0.022768,-0.005318,0.022375,-0.012239,
195,0.001639,0.000994,-0.006618,-0.002353,0.004740,0.009609,0.003751,0.018259,0.008830,0.013309,0.008830,0.013309,-0.010447,-0.008612,-0.011970,-0.001718,-0.009323,-0.016532,0.006472,0.023062,-0.015257,0.002659,0.017053,0.004975,0.017053,0.004975,0.014915,-0.022250,0.019202,-0.008250,-0.015046,-0.025495,-0.014415,0.027528,-0.010549,-0.034078,-0.010498,0.035733,-0.010498,0.035733,0.006014,0.039349,-0.022225,-0.008680,-0.022225,-0.008680,-0.021241,0.015388,-0.021241,0.015388,-0.016629,-0.029185,0.022813,0.003733,-0.022946,0.000719,-0.020419,0.019756,-0.017956,0.026862,
196,0.000586,0.002767,0.001186,-0.003847,-0.003468,-0.002254,-0.006160,-0.003353,0.002174,0.011974,0.007058,-0.003533,-0.006022,0.008157,-0.005616,0.011762,-0.005616,0.011762,-0.006200,0.011332,-0.005747,-0.012768,0.003170,-0.016618,0.001503,0.018021,-0.003014,0.018922,-0.000481,-0.020455,-0.008288,0.013441,-0.008288,0.013441,-0.005050,-0.018796,-0.006440,0.019408,-0.011465,-0.010480,0.013334,0.013003,0.000734,-0.030082,-0.012486,-0.025517,-0.011139,-0.027623,-0.005298,0.034998,0.018286,0.017542,0.018286,0.017542,-0.009301,0.035094,0.019471,0.018066,-0.019399,-0.018900,
197,0.000139,0.011168,0.003482,0.009760,0.006203,-0.005820,0.006203,-0.005820,0.004885,0.009890,-0.008584,0.002672,-0.008584,0.002672,-0.010122,-0.002637,-0.002794,-0.019642,0.011109,0.001243,-0.008931,0.012464,-0.008931,0.012464,-0.006559,0.017427,-0.006559,0.017427,-0.006609,0.019199,0.002842,-0.023035,-0.012983,0.009709,0.008177,0.021629,-0.010938,0.016825,0.013491,-0.009760,-0.014454,0.003385,0.013589,0.010161,0.010168,-0.024859,0.015729,-0.011146,-0.007995,-0.027917,0.005538,-0.030029,-0.016254,-0.010288,0.017676,0.003860,-0.008086,0.030452,0.012629,-0.025123,
198,-0.001597,-0.001517,0.000901,0.006807,0.004873,0.000937,0.005172,-0.004161,-0.004609,-0.007370,-0.000469,-0.013539,-0.007712,0.002560,-0.005151,0.011075,0.008305,-0.000063,-0.006317,0.010833,0.007860,-0.006408,0.008876,0.003292,-0.009283,0.001699,0.009098,0.007790,-0.008730,-0.011116,0.004721,-0.017846,-0.010358,0.004579,-0.010420,-0.011763,-0.012443,-0.005977,-0.005972,-0.022971,0.001088,-0.027283,-0.014931,0.002969,-0.005870,-0.026563,-0.007210,0.028202,-0.016188,-0.010002,-0.016188,-0.010002,0.006850,-0.032480,0.006850,-0.032480,-0.000376,-0.035454,-0.018157,0.010466,
199,0.002366,0.003169,-0.004444,-0.014613,0.008826,-0.006377,0.008826,-0.006377,-0.008251,-0.009850,0.009018,-0.008879,-0.005359,-0.016390,-0.003268,-0.025919,-0.014427,0.004495,0.011927,0.017134,-0.001463,-0.029049,-0.013526,0.014571,0.014851,0.016865,-0.015444,-0.018122,-0.007453,-0.031168,-0.007453,-0.031168,0.018208,0.004618,-0.017983,0.011160,-0.013912,-0.024969,0.015267,0.027276,0.022055,0.008612,-0.020025,-0.022832,0.021423,-0.017958,-0.021774,0.019032,-0.021774,0.019032,-0.011896,0.041445,-0.025287,0.003524,0.008554,0.044849,0.023312,-0.023812,0.009591,0.047361,
200,-0.001292,0.005340,-0.003474,-0.004704,0.005024,0.011288,-0.001517,-0.014899,0.007596,-0.009552,0.002576,0.016743,0.001466,-0.021821,0.008286,0.016820,-0.012246,-0.005146,0.008897,0.016827,0.005966,-0.022376,-0.012959,0.009578,-0.012959,0.009578,0.008743,0.020990,0.011520,-0.015830,0.011700,-0.027931,0.013599,0.025795,-0.012335,-0.029691,0.012021,0.031203,0.012021,0.031203,0.020096,0.011198,0.020423,0.017749,-0.022490,-0.006452,0.013021,0.035104,0.013021,0.035104,0.013051,0.036447,0.013051,0.036447,-0.006908,0.042866,-0.021481,-0.020465,0.017863,0.031031,
201,0.001366,0.008179,-0.004375,0.002945,-0.004375,0.002945,0.004848,-0.008535,-0.003512,0.010597,0.006364,0.009033,0.008204,-0.000475,-0.011459,-0.003325,0.008603,0.015101,0.009740,0.015121,-0.000129,0.024659,-0.005411,-0.024044,-0.005411,-0.024044,-0.014276,0.001206,-0.011351,-0.016716,-0.011351,-0.016716,0.014581,0.009185,0.012095,0.018531,0.007608,-0.028970,-0.004674,0.033402,-0.015728,0.019294,-0.015728,0.019294,0.002061,0.035743,0.003626,-0.039977,0.018623,-0.021425,0.018623,-0.021425,-0.021263,-0.011295,0.009411,0.038376,0.009411,0.038376,-0.000090,0.042902,
202,0.002930,-0.000083,0.002970,0.001684,0.002970,0.001684,0.004245,-0.004678,0.004245,-0.004678,-0.006677,0.000132,-0.006677,0.000132,0.003759,-0.013698,-0.003076,0.015733,-0.003076,0.015733,-0.008008,0.007765,-0.008008,0.007765,0.005795,0.015133,-0.001918,0.021033,-0.009933,-0.015402,0.010470,0.017202,-0.001882,-0.029399,-0.008935,0.026666,0.016535,-0.009762,0.015601,-0.015725,-0.009676,0.028540,-0.009676,0.028540,-0.010277,-0.027812,0.016181,-0.016814,-0.019414,-0.004057,0.009987,-0.031484,0.000452,-0.037411,-0.020267,0.006853,0.020156,0.008629,0.006089,-0.037190,
203,-0.003654,-0.001204,-0.005545,0.003838,-0.002250,-0.010378,-0.002092,-0.011217,-0.002092,-0.011217,-0.001091,-0.013894,-0.001091,-0.013894,0.000563,0.018261,-0.011050,-0.004289,-0.003009,-0.020660,0.006571,0.021455,0.006571,0.021455,0.013954,0.000664,-0.007380,0.022706,-0.007380,0.022706,-0.013724,-0.007734,0.013061,-0.011232,0.012762,-0.012738,0.012762,-0.012738,-0.011546,0.017059,-0.008860,-0.027691,0.011622,0.025121,0.008099,0.029592,0.008099,0.029592,-0.017936,0.012764,-0.001619,-0.036208,-0.011151,-0.034220,-0.011151,-0.034220,0.019780,0.016550,0.019780,0.016550,
204,0.000203,0.008684,-0.001228,0.011260,-0.003076,0.011891,-0.003923,0.011648,-0.006636,0.015813,-0.006456,0.016303,0.011105,0.007640,0.007428,-0.017425,0.007428,-0.017425,0.006964,0.021213,-0.006164,0.025147,-0.006164,0.025147,-0.010092,0.021306,-0.014439,-0.011584,-0.016522,-0.011873,-0.006330,-0.031157,-0.006330,-0.031157,-0.017865,0.008053,0.005101,-0.033555,-0.003125,0.035075,0.012407,0.027264,0.018991,-0.006377,0.017715,-0.014735,0.017715,-0.014735,-0.020144,-0.000688,-0.005153,0.037414,0.010229,0.035857,-0.011552,-0.036214,0.022860,-0.002229,-0.013393,-0.034760,
205,0.000037,0.007346,-0.002846,-0.009617,-0.007173,0.006424,-0.007173,0.006424,0.008101,0.010666,0.002865,-0.017938,0.002865,-0.017938,0.002215,0.019797,0.011522,-0.010242,-0.001624,0.023808,0.010782,0.015910,-0.005780,0.024881,0.013998,-0.013133,0.011465,-0.023333,-0.013989,-0.018838,-0.015826,0.013251,0.014405,-0.018426,-0.016863,0.009530,-0.016863,0.009530,0.008934,0.028483,0.008934,0.028483,0.012240,0.026303,0.012240,0.026303,0.008058,-0.035821,0.021907,0.008997,0.021907,0.008997,0.008409,0.040584,0.008409,0.040584,-0.023343,-0.002590,-0.023343,-0.002590,
206,0.001532,0.001163,0.003413,0.003979,0.004034,0.001500,0.000824,0.007900,0.000824,0.007900,0.003759,0.005886,0.004717,-0.002669,0.004000,0.007587,0.004811,-0.006685,-0.005337,0.005168,0.000077,0.015974,0.000077,0.015974,-0.006970,-0.010557,-0.009397,0.002610,-0.009479,0.007146,0.009821,-0.007257,0.008165,-0.015074,0.008165,-0.015074,-0.001929,0.023446,-0.001929,0.023446,-0.013029,0.013508,-0.013029,0.013508,-0.013673,-0.013968,-0.003486,-0.030594,0.016584,0.008083,-0.012664,-0.022597,0.017436,0.008314,0.017686,0.006533,-0.011649,0.027013,0.015130,0.020293,
207,-0.001947,-0.004158,-0.001947,-0.004158,0.004114,-0.000082,-0.002963,-0.011036,-0.006893,-0.000389,-0.006893,-0.000389,-0.002145,0.012619,-0.006719,0.004895,0.006445,0.013374,0.008560,0.009039,0.010240,0.002981,0.010240,0.002981,0.011012,-0.000394,-0.008236,0.017137,-0.008236,0.017137,0.012815,0.005323,0.011425,0.015381,-0.008751,0.021075,0.010926,0.017587,0.010926,0.017587,-0.008745,0.022403,0.007365,-0.024864,-0.011678,-0.019337,-0.008061,-0.025408,0.013949,0.019235,-0.008723,0.028215,-0.016056,-0.013796,-0.018100,-0.003740,-0.007862,-0.031223,-0.007862,-0.031223,
208,-0.001629,-0.002631,-0.000181,0.005385,-0.000181,0.005385,0.002180,0.007870,0.001901,0.010060,-0.001634,0.010543,0.007199,-0.002963,0.007199,-0.002963,-0.001790,0.014208,-0.004084,0.014871,-0.009900,0.008496,-0.007455,-0.017055,-0.012981,-0.004187,-0.007422,-0.021386,-0.013402,0.006723,0.013824,-0.003547,-0.014006,-0.000621,0.010960,0.018103,-0.014048,0.015336,-0.014412,0.015568,0.003901,-0.030344,0.004411,-0.030339,0.002976,0.031219,-0.005824,-0.031163,-0.005824,-0.031163,0.017455,0.005839,-0.011959,-0.024657,0.015403,0.020320,-0.014142,-0.023759,0.002422,-0.036461,
209,0.001160,-0.008452,-0.003174,0.009145,0.002376,0.010110,0.006003,0.000605,0.006003,0.000605,0.006231,-0.005584,0.004306,-0.010328,0.004306,-0.010328,-0.006561,-0.007847,-0.010031,0.007343,0.008303,-0.018494,0.008303,-0.018494,0.006813,-0.022875,0.006813,-0.022875,-0.005583,-0.024090,-0.010027,-0.019929,0.014308,0.010752,-0.006760,0.026569,0.008547,-0.024809,0.015824,0.003710,0.016542,-0.008409,-0.016665,-0.007747,-0.016665,-0.007747,0.017192,0.000781,0.015725,-0.013161,0.015725,-0.013161,0.017433,-0.005247,-0.012833,0.024575,-0.014784,0.022229,-0.014784,0.022229,
210,0.000941,0.007788,-0.003388,0.006008,-0.003388,0.006008,0.003897,-0.008109,0.006330,0.000426,0.003534,0.009914,0.006301,-0.005382,0.006301,-0.005382,-0.007083,-0.004189,0.004682,-0.010812,0.004682,-0.010812,0.000621,-0.016120,0.010327,-0.002838,0.000313,0.019992,0.000313,0.019992,-0.010668,0.010012,-0.002349,0.022597,0.012737,0.000654,0.012737,0.000654,-0.013141,-0.004098,-0.011517,0.014067,-0.014399,-0.001280,-0.014399,-0.001280,0.006519,-0.024218,-0.009298,0.021870,0.011872,-0.017237,0.011872,-0.017237,0.015469,0.001917,0.008583,-0.025482,-0.005141,-0.029833,
211,0.001876,-0.003281,0.001647,-0.004319,0.000908,-0.007071,-0.004154,-0.002684,0.003932,-0.008441,-0.002216,-0.012712,-0.007440,0.001849,-0.007035,0.005361,-0.007035,0.005361,-0.006231,0.010094,-0.004147,-0.016410,0.009842,0.009422,0.001296,-0.021431,-0.008200,-0.016476,-0.008200,-0.016476,0.005453,-0.020236,0.011830,-0.005077,0.011845,-0.005928,-0.010538,0.013024,0.012528,-0.005418,0.009706,0.016794,-0.012812,0.006530,-0.011873,-0.011718,-0.005213,-0.023543,-0.001335,-0.025602,-0.014709,0.001385,-0.014208,0.013665,-0.011503,0.021059,0.009479,0.024994,0.009479,0.024994,
