Gen,x0_0,x0_1,x1_0,x1_1,x2_0,x2_1,x3_0,x3_1,x4_0,x4_1,x5_0,x5_1,x6_0,x6_1,x7_0,x7_1,x8_0,x8_1,x9_0,x9_1,x10_0,x10_1,x11_0,x11_1,x12_0,x12_1,x13_0,x13_1,x14_0,x14_1,x15_0,x15_1,x16_0,x16_1,x17_0,x17_1,x18_0,x18_1,x19_0,x19_1,x20_0,x20_1,x21_0,x21_1,x22_0,x22_1,x23_0,x23_1,x24_0,x24_1,x25_0,x25_1,x26_0,x26_1,x27_0,x27_1,x28_0,x28_1,x29_0,x29_1,
1,-2.583080,-3.395118,-2.583080,-3.395118,-3.347932,-3.393335,-4.073265,3.443707,-2.289854,1.466098,-4.247538,6.509272,-3.860924,8.026288,0.062227,5.483133,0.062227,5.483133,-2.772686,-8.655676,-2.772686,-8.655676,-8.171093,-3.336017,-8.566309,-4.213210,-8.060529,5.389982,-8.060529,5.389982,-7.799102,5.001239,1.999086,-9.330692,0.787139,-10.628407,-7.714087,6.285369,-7.714087,6.285369,1.626401,10.212359,-9.327269,-1.578429,-9.327269,-1.578429,-4.102070,-10.316269,-12.446932,-2.047176,-5.824871,11.794790,-5.824871,11.794790,5.107011,-11.852184,5.107011,-11.852184,-13.316886,-1.342038,
2,-0.430628,1.210377,-0.430628,1.210377,0.983912,-1.303226,-3.101971,5.226614,-3.101971,5.226614,-2.964150,-4.888462,-0.994217,-2.941188,-0.994217,-2.941188,-3.528286,-5.682264,-1.884761,1.043267,-2.544787,3.186348,-2.373230,2.851254,-4.769449,-0.141537,-3.125571,-7.017311,0.809797,3.737048,-4.697807,1.097033,-0.235112,-3.763962,-0.235112,-3.763962,-5.095729,-2.430401,-2.384948,6.992148,-6.387117,2.255349,-4.500147,2.277083,-4.481879,2.514062,-3.083264,2.331019,-3.083264,2.331019,0.374214,3.967438,0.374214,3.967438,-0.630729,4.212244,4.633842,-3.958593,4.633842,-3.958593,
3,0.009348,1.072145,-0.628124,-0.104502,0.197294,1.290463,0.816830,-0.339592,-0.027434,1.860384,-0.941861,-1.494051,-0.866118,2.525872,-5.739087,-0.688959,-5.697266,-0.690220,-6.433401,-0.060459,2.892106,-5.612851,2.810386,4.721358,3.116395,-4.781476,-5.583292,0.779787,2.901036,5.709327,-1.207861,2.565048,1.019207,-2.743852,-5.524215,-0.811456,2.547517,-5.645842,2.702053,6.043959,1.192709,-2.906689,-3.597015,-5.282545,-1.541632,2.752677,-2.822631,3.833277,-2.822631,3.833277,-3.525334,4.363687,-1.486987,-2.973960,-5.129804,-0.516053,6.731293,0.564220,-2.138997,-3.669004,
4,-0.376319,-0.514588,-0.448567,1.543239,-0.899435,-0.684253,0.264743,1.803902,-0.507840,-1.956720,1.060824,-0.972656,1.051496,-1.086637,1.051496,-1.086637,-1.093909,-1.130519,-5.926198,-0.086614,-5.926198,-0.086614,-6.314082,-0.027411,-1.403257,-1.692688,-6.341787,-0.261771,0.704825,2.821014,-6.129321,1.019814,2.598758,4.909041,-1.094478,2.712466,3.358497,5.258218,-2.976935,-4.388883,-2.976935,-4.388883,-5.454368,1.085801,1.690066,1.396328,3.200948,4.108486,-3.271206,4.112622,-3.271206,4.112622,3.144429,-6.289939,3.263825,-3.921497,2.252882,5.454908,2.252882,5.454908,
5,0.206149,0.172205,0.662236,0.082614,0.151263,1.279597,-0.428797,1.785219,-0.428797,1.785219,0.298914,-1.887475,-0.982855,-1.094421,-0.347746,-2.026172,0.493686,-1.956849,-1.141843,-0.033884,-1.141843,-0.033884,-0.967182,-1.337985,-1.171197,-1.314578,1.286716,-0.562081,1.286716,-0.562081,-0.278799,-2.380754,1.122221,-1.853770,0.423196,-2.474114,1.098522,-2.446599,-3.070321,4.641994,-3.203687,-5.547913,-3.203687,-5.547913,-3.027192,4.600830,2.978065,4.558702,-2.953034,5.863341,-2.953034,5.863341,-3.212423,5.804735,2.515984,-5.312613,2.515984,-5.312613,1.413221,-2.479973,
6,-0.389419,-0.129858,0.533166,0.088850,0.526262,-1.527180,-1.154738,0.436521,-0.966877,-1.516708,-0.966877,-1.516708,-1.141618,-1.211075,0.497563,-2.223661,1.317371,-0.861323,1.317371,-0.861323,-0.978777,2.380253,6.117271,0.583667,1.145246,2.366857,3.019746,5.379727,3.282177,4.897422,-3.383244,4.937668,0.253901,-3.124630,-2.381028,3.979281,-0.447273,-3.138540,2.247702,-4.077455,-1.762530,-0.890238,-1.762530,-0.890238,-1.777992,0.710215,-1.683657,-2.890454,1.797564,-1.902094,1.797564,-1.902094,-2.126646,-4.941905,1.861125,-2.970548,1.861125,-2.970548,-1.986777,-3.306280,
7,-0.027805,0.058934,-0.027805,0.058934,0.073548,0.211980,0.728535,0.177070,0.728535,0.177070,-0.779015,0.389352,0.852514,1.340050,0.852514,1.340050,-0.405682,1.989271,1.286993,-0.603505,-1.292126,1.151473,-1.292126,1.151473,-1.355104,-0.492506,-1.214405,1.539869,-1.289013,1.543356,-1.328161,1.881323,-5.509407,-0.134379,2.904700,5.662735,2.904700,5.662735,-1.338912,2.316962,-3.162929,-4.684778,5.871366,-1.111500,5.871366,-1.111500,5.320142,0.288455,-2.485132,-4.750193,-2.485132,-4.750193,3.229722,-6.102086,1.707189,0.556807,1.707189,0.556807,0.915172,3.076188,
8,0.021628,-0.849907,0.256701,-0.854392,-0.719985,0.702135,-0.901807,0.566182,-0.761407,1.426183,0.811164,1.822603,0.811164,1.822603,0.232282,2.225060,-0.925003,-1.815794,1.220148,1.357780,1.220148,1.357780,-0.765421,-2.409886,1.023245,-2.295545,5.954722,-0.308300,-0.957211,-2.417638,1.472154,0.822613,1.498684,0.374708,-6.436586,0.124378,3.098504,4.767232,0.380065,2.918576,1.630500,-0.135116,2.694440,-5.725547,5.578775,1.016262,1.567921,1.933707,1.560586,-2.294548,1.690106,1.687421,-2.284595,-4.159771,0.765533,-3.221700,1.436882,3.169596,-3.415633,6.275990,
9,0.240580,-0.771875,-0.497569,1.048960,0.744677,-1.283299,0.608329,-1.534085,-1.033577,0.608274,0.868786,1.640243,-0.860759,1.906304,-1.240438,-0.892994,0.944655,-2.000914,0.944655,-2.000914,1.026460,-1.885125,1.026460,-1.885125,0.155148,-2.503916,0.155148,-2.503916,-0.176146,-2.512987,-0.176146,-2.512987,0.655816,2.395178,-1.407758,0.148343,1.471035,-0.386667,1.471035,-0.386667,-5.824107,-0.643893,-1.510695,1.244881,3.157291,-4.893039,-2.848978,-4.704727,2.617347,4.953160,6.429801,0.754776,-1.472887,2.203067,0.121605,2.987860,-1.164963,-2.952542,2.423116,4.124408,
10,-0.012406,-1.284350,0.773952,-0.785741,0.773952,-0.785741,-0.301545,1.644351,-0.301545,1.644351,1.013207,-0.337901,1.168998,-1.400340,0.883571,2.504081,-0.511810,2.718239,-0.511810,2.718239,1.559420,-0.561320,1.559420,-0.561320,2.962104,4.851448,-2.812118,5.510204,2.544781,4.407099,-3.301432,-5.852631,3.539116,5.193151,1.659902,1.877478,1.659902,1.877478,-1.546982,-2.814899,-1.546982,-2.814899,2.819657,6.457131,-3.321432,3.866391,-1.823017,1.281813,-1.823017,1.281813,1.854450,2.504898,1.885304,2.787812,0.206462,3.304143,-2.008332,2.924580,-1.521486,3.638195,
11,-0.192853,0.480740,-0.192853,0.480740,-0.243464,0.730015,-0.450658,0.175702,-0.447506,-0.376514,0.267793,0.870472,0.216151,-1.260591,-0.087046,1.761678,0.514725,1.589953,-0.753901,1.355758,-0.994124,1.053832,1.134821,0.073914,1.189874,0.850731,1.189874,0.850731,1.110521,1.623388,1.474336,-0.153180,1.102388,-2.432419,1.102388,-2.432419,6.104247,0.742284,-0.243689,2.829880,-2.851956,-5.027105,-0.268209,2.898660,1.324251,2.479506,-1.338348,-2.499115,-5.326282,0.058827,-5.634311,1.091414,-2.724582,5.899613,-6.512185,0.790348,-5.906242,-1.408965,2.590381,3.914652,
12,-0.040433,-0.221238,-0.084298,-0.587641,-0.554363,-0.034098,-0.561979,0.944419,-0.244830,-1.450152,-0.244830,-1.450152,-0.964731,-0.488299,-0.964731,-0.488299,0.005184,1.899015,0.005184,1.899015,-0.155865,2.009206,0.816491,1.588336,0.816491,1.588336,1.118423,0.607746,1.119243,0.692968,-1.093941,1.631735,-0.692562,2.311960,-1.297457,-1.401676,1.409791,-0.728580,6.277755,-0.368522,1.447465,-1.424040,1.514803,-0.691632,5.545806,-0.188966,-1.563968,0.566879,-1.325988,2.420358,-2.949297,-4.336067,1.580435,-1.778862,1.551206,2.084687,-2.418865,-5.219193,-3.073838,-4.140681,
13,-0.269784,-0.183557,-0.269784,-0.183557,0.413602,0.616041,0.845269,0.579006,-0.089019,1.719148,0.386222,-1.726706,1.018366,-0.550618,-1.063846,-0.547788,-1.063846,-0.547788,0.276385,1.986287,0.842447,1.568302,0.339352,2.352186,0.339352,2.352186,0.703880,-2.474214,-1.417151,-0.909362,0.087351,-2.668167,1.349648,-1.595888,-1.466393,0.572361,-1.505847,0.798125,-1.499040,-1.012487,-5.659097,0.650308,-5.659097,0.650308,-2.856031,-4.995903,-5.494337,-0.356715,-1.535884,-1.275068,-5.988960,-1.053402,-5.988960,-1.053402,2.660488,4.559728,1.553805,-1.872668,-3.207144,4.485406,
14,0.253513,-0.175484,0.253513,-0.175484,0.288025,-0.127349,0.370791,1.396527,0.370791,1.396527,-0.791804,0.767699,0.263665,1.660177,0.586251,1.494036,0.586251,1.494036,-0.849493,-1.476366,0.182683,-2.118398,0.632100,1.904293,0.632100,1.904293,-0.491464,2.134284,1.311845,-0.839622,0.775164,-2.348867,-6.187737,0.232060,-1.397522,1.466923,1.447904,-1.268969,6.122452,0.639088,-1.286944,2.098480,0.911508,2.605331,-0.954903,-2.594503,1.552469,-0.056059,-2.832757,5.260912,-3.141996,4.990235,1.538414,1.474657,-1.562105,-1.223133,5.951416,-1.094257,-6.372367,-0.866557,
15,0.382162,-0.055767,0.135361,0.852592,-0.069274,-0.950901,0.578499,-0.450786,0.605807,-0.365422,0.433274,1.159047,-0.028085,1.670759,-0.028085,1.670759,0.696246,-1.170812,-0.662670,-1.426287,-0.820301,1.905630,-0.820301,1.905630,0.606704,2.202525,-1.037495,1.695382,1.252217,-0.953590,-1.059034,2.302987,5.975052,-0.618268,-0.965898,2.577267,6.210088,-0.778824,0.388327,2.879715,1.582278,1.113553,0.935824,2.783082,5.359272,0.159474,1.632468,0.625024,1.632468,0.625024,3.094921,4.367251,3.094921,4.367251,-1.570581,1.814649,-3.497232,5.116106,-3.497232,5.116106,
16,-0.370715,0.358135,-0.370715,0.358135,-0.559305,0.010294,-0.559305,0.010294,-0.429873,1.060009,-0.642411,-0.708914,0.005839,-1.491250,-0.386080,1.378797,0.591099,-1.546664,0.104034,2.069395,0.104034,2.069395,1.162136,-0.151480,1.188246,0.544182,1.188246,0.544182,-1.220584,-0.159619,-0.764469,-2.058808,0.651265,2.221358,0.027958,-2.496929,-1.355853,0.527801,-0.716187,-2.323936,0.254257,-2.555625,1.384470,0.768978,1.384470,0.768978,6.026388,0.251083,-6.210769,-0.024379,-6.210769,-0.024379,-1.402736,1.435109,-1.126748,-2.376889,-1.126748,-2.376889,-5.607577,0.276710,
17,0.178922,-0.335594,0.178922,-0.335594,0.390331,-0.274953,-0.468750,-0.044682,-0.281513,0.710027,-0.283191,-0.830767,-0.283191,-0.830767,0.592645,-0.614094,0.592645,-0.614094,0.028424,1.401420,-0.802720,0.601818,-0.556709,1.321292,0.185684,1.691884,-0.647332,1.724800,-0.987618,-1.055658,-0.730686,-2.157123,-0.730686,-2.157123,1.327329,-1.372383,1.406842,0.643320,1.406842,0.643320,0.962384,2.280433,0.962384,2.280433,0.344888,2.616150,-1.144316,2.264573,-5.615303,-0.345047,1.196626,-2.325109,0.795219,-2.740614,6.418084,0.513197,6.018440,-1.000386,-2.740776,-4.813174,
18,-0.294967,-0.092835,-0.227126,-0.724021,0.509032,-0.300785,-0.353202,-0.929229,0.316673,0.982090,0.521601,-1.066346,-0.331010,1.315585,-0.331010,1.315585,-0.384264,-1.404867,0.574910,1.212011,0.574910,1.212011,0.894756,0.235234,-0.633052,1.463756,-0.925920,0.932378,1.084791,0.066310,1.177810,-0.124903,0.451138,-2.282200,-0.242029,2.350354,1.198818,-1.294601,1.197270,-1.747859,1.404184,-0.219302,-6.243332,-0.382014,-1.448163,1.377286,1.305998,-2.039252,1.552803,-0.246958,-2.828632,-4.950468,-2.828632,-4.950468,-2.792351,-5.155129,1.572725,0.271950,1.572725,0.271950,
19,0.068673,-0.298317,-0.002048,0.794110,-0.002048,0.794110,-0.252291,-0.812993,-0.252291,-0.812993,-0.374437,-0.826197,-0.374437,-0.826197,0.626097,-0.560022,-0.168976,1.457915,0.013635,1.539819,0.013635,1.539819,-0.116686,-1.641022,0.205310,1.700448,0.205310,1.700448,0.172283,-1.934477,0.957065,1.234848,1.133967,-0.434964,1.103068,0.923855,-0.616085,-1.990448,-0.616085,-1.990448,0.436779,-2.232524,-1.212885,-1.269434,-1.212885,-1.269434,-1.291099,-1.047755,-0.442687,2.435106,1.528550,0.336378,1.528550,0.336378,-1.294447,-2.135056,0.987233,2.583051,0.987233,2.583051,
20,0.057241,-0.621185,-0.068069,-0.925937,0.415134,0.913988,0.773557,0.818394,-0.532611,-1.430572,-0.855163,0.855273,-1.002292,-0.050202,-0.918949,-1.469880,-0.270169,-2.244416,-0.270169,-2.244416,0.298795,-2.284201,1.183869,1.121560,0.559512,-2.266324,-1.289696,-0.590063,1.029382,-1.899302,1.029382,-1.899302,0.784698,-2.305554,0.784698,-2.305554,-0.435001,2.486482,1.408856,-0.167181,-0.416679,-2.563087,1.179426,2.094697,1.179426,2.094697,5.993093,-0.644984,5.993093,-0.644984,-5.761293,-0.662949,5.738873,-0.816946,5.738873,-0.816946,-3.012597,-5.019083,-0.045991,-2.855786,
21,-0.123277,0.647845,0.230674,0.840352,0.230674,0.840352,0.020834,-1.170261,-0.427696,0.887980,-0.593529,0.711900,0.366420,-1.624025,0.366420,-1.624025,0.292053,-1.787292,0.292053,-1.787292,-0.692012,1.449459,-0.692012,1.449459,-0.954109,0.750403,-0.541921,-1.764037,-0.541921,-1.764037,-1.071034,-0.016684,0.334954,1.915299,0.334954,1.915299,0.630595,-1.787186,0.630595,-1.787186,-0.926246,-1.399878,1.176301,-0.195017,1.176301,-0.195017,1.100774,0.978095,-1.145586,0.796037,0.772101,1.951999,-1.066196,1.618030,-1.294149,-0.413409,1.279924,-0.830886,1.279924,-0.830886,
22,0.521071,0.531747,0.521071,0.531747,-0.304883,-1.007197,-0.640470,-0.085446,0.698724,-0.249984,0.698724,-0.249984,0.688986,-0.415008,0.000750,1.568588,0.469720,1.428069,0.274384,-1.615303,0.172965,-1.772877,0.356990,1.938156,1.039401,1.099559,1.039401,1.099559,1.078479,1.095456,-0.615106,2.176479,-1.136880,-1.702068,-1.191195,-1.640121,0.143089,2.532650,1.292312,-1.354446,-0.828571,-2.321837,-1.205853,-2.001887,1.174681,-2.107751,1.448745,1.040520,1.448745,1.040520,-0.332216,2.697333,-6.177290,-0.611712,-1.360594,2.007034,0.153900,2.858346,-2.802181,-4.959722,
23,0.026309,-0.189229,0.221281,0.778097,-0.210340,0.796293,-0.095910,0.878797,0.392357,-0.671156,-0.176329,-1.123731,-0.597321,0.510469,-0.597321,0.510469,-0.190377,1.308465,0.392700,-1.181335,0.392700,-1.181335,-0.696156,-0.708965,-0.173341,-1.486397,-0.173341,-1.486397,0.829236,0.558275,0.455605,-1.438272,0.455605,-1.438272,-0.210263,-1.757356,-0.069685,1.793670,-1.001778,0.229047,-0.967310,-0.938726,-1.100426,-0.003591,-1.100426,-0.003591,0.760390,1.627960,-0.237936,2.058695,0.926543,1.412277,-1.160040,0.047941,-0.427282,-2.048309,0.276189,2.181534,-1.097845,-1.335955,
24,0.086457,0.743760,0.351877,-0.537260,0.393548,0.702285,-0.398847,0.800822,0.643410,0.185797,0.655902,-0.135140,0.655902,-0.135140,-0.687038,0.141861,-0.692809,-0.580255,0.335524,1.371567,0.100348,1.812034,-0.975631,-0.494143,0.919669,-0.864618,-0.850880,-1.178741,-0.972552,0.818293,-0.150449,1.994135,-0.150449,1.994135,0.250404,-2.060240,0.250404,-2.060240,-0.957042,-1.325784,-0.957042,-1.325784,0.680492,1.931087,-1.186154,-0.198245,0.167634,2.255635,-1.219424,-0.686176,-1.219424,-0.686176,0.274731,2.376146,0.274731,2.376146,1.338652,0.848682,1.338652,0.848682,
25,-0.043002,-0.066791,0.320790,-0.304742,0.320790,-0.304742,-0.315244,0.449396,0.355661,0.334577,0.355661,0.334577,0.387581,-0.167474,0.387581,-0.167474,-0.197396,-0.821752,-0.477917,-0.209652,-0.036172,0.930674,0.222211,-1.135564,0.659390,-0.276658,-0.689078,-0.449697,0.804451,-0.227048,0.588528,-1.138641,-0.476024,1.357125,0.701380,-1.084437,0.701380,-1.084437,-0.477642,1.480711,0.445073,1.604534,0.953021,0.319237,0.953021,0.319237,-0.877418,-0.846525,-0.877418,-0.846525,0.857907,1.038631,-0.283869,-1.790816,-1.027243,0.525860,0.972266,1.017527,0.972266,1.017527,
26,0.064706,0.428663,0.424853,0.341539,0.312449,0.722098,0.432829,-0.602706,-0.586737,0.449530,0.451405,1.077507,-0.652018,-0.922188,-0.652018,-0.922188,-0.699479,0.782883,-0.839697,0.365661,-0.829857,-0.479107,-0.829857,-0.479107,0.532195,1.318668,0.472881,-1.404648,0.639655,-1.262345,0.639655,-1.262345,-0.887035,0.626234,-0.887035,0.626234,-0.344914,1.651752,0.500116,1.537806,-0.229541,-1.740395,-1.031660,-0.107938,-0.911110,-1.189628,-0.911110,-1.189628,-0.992265,1.087463,1.207758,0.200273,1.149998,-1.072167,1.011299,1.569955,1.207543,0.936029,-1.293533,-0.542908,
27,0.196010,0.398619,-0.172756,-0.708615,-0.441755,0.181708,0.277569,-0.729612,-0.642986,-0.044417,-0.642986,-0.044417,0.625095,0.402610,0.692374,0.411469,-0.278092,-1.414317,-0.078902,-1.532551,0.076573,-1.535043,0.076573,-1.535043,0.506929,1.292433,0.703499,0.925539,0.703499,0.925539,-0.444686,-1.426318,-0.444686,-1.426318,0.869351,-0.485144,0.419704,-1.642870,-0.412077,1.650664,0.135355,1.771904,-0.879076,0.846407,0.066704,-1.789378,0.066704,-1.789378,0.323554,1.996570,0.323554,1.996570,0.129344,-2.094003,-0.229462,-2.181180,-0.229462,-2.181180,0.877045,-1.781304,
28,-0.275254,0.538282,-0.275254,0.538282,-0.436461,-0.177210,-0.436461,-0.177210,-0.204714,0.757393,0.486339,-0.433599,0.486339,-0.433599,0.444247,0.727998,0.444247,0.727998,-0.141582,1.165743,-0.141582,1.165743,0.030076,1.296904,0.030076,1.296904,0.697047,0.073309,-0.217529,1.313009,-0.217529,1.313009,0.561076,-1.069929,0.851222,0.894413,0.851222,0.894413,0.565721,1.522559,0.326428,1.726236,0.734899,1.291472,0.956209,-0.981745,-1.030179,-0.997450,-0.628400,-1.845831,0.983696,-1.275986,-1.084761,-0.892814,0.277207,-2.099737,0.277207,-2.099737,0.163761,2.140337,
29,0.295002,0.160566,0.395855,-0.187927,-0.281638,-0.901352,-0.281638,-0.901352,-0.353617,-0.813186,0.454982,-0.621526,0.113878,-1.161968,-0.199995,-1.173430,-0.661238,0.585781,-0.661238,0.585781,-0.175950,-1.342551,-0.175950,-1.342551,-0.737385,-0.192753,-0.737385,-0.192753,-0.185095,-1.403567,-0.185095,-1.403567,0.728102,-0.596191,0.728102,-0.596191,-0.789185,0.428106,0.706818,0.820223,-0.741098,0.731791,0.001206,1.574559,0.770460,-0.932722,-0.106164,-1.698803,-0.922299,-0.219228,0.905732,0.574504,-0.840207,1.058577,-0.273931,-1.868708,-0.273931,-1.868708,1.057000,0.016257,
30,-0.017021,-0.133653,0.130241,0.376877,0.027153,0.640779,-0.324060,0.475413,-0.095181,0.782449,-0.095181,0.782449,-0.405737,-0.368547,-0.297659,-0.658578,-0.297659,-0.658578,-0.419522,-0.483956,-0.393034,0.566891,0.292219,0.871173,0.234133,-1.011415,0.132469,-1.097534,-0.497006,0.834262,-0.189135,1.253179,0.579616,0.758783,0.237865,-1.358111,-0.786035,-0.151177,-0.787333,0.635407,-0.138291,-1.610734,-0.138291,-1.610734,-0.304158,1.555336,-0.304158,1.555336,-0.896042,-0.102695,-0.896042,-0.102695,-0.022295,1.812216,1.021224,0.053340,-0.668399,1.615820,-0.668399,1.615820,
31,0.035455,0.060592,0.160596,-0.382782,0.205032,0.431143,0.205032,0.431143,0.024085,0.695114,0.024085,0.695114,0.351335,0.565810,0.401128,-0.582002,0.624457,-0.133338,-0.629219,0.284435,0.610473,-0.444789,0.610473,-0.444789,-0.246441,-1.156997,0.092932,-1.345178,0.312919,1.249297,0.312919,1.249297,0.207608,1.408021,-0.660937,0.989711,-0.532549,-1.244890,-0.532549,-1.244890,0.315165,-1.459122,-0.822824,0.435506,-0.459144,1.444426,-0.364896,-1.543234,0.804965,0.832431,-0.981193,0.582146,-0.981193,0.582146,-1.112795,-0.143744,-1.040257,-1.255955,-0.529418,2.083936,
32,0.059353,-0.142654,0.013427,-0.306799,-0.302122,0.125052,-0.228084,-0.578602,-0.074386,1.157047,-0.615603,-0.449526,0.502291,-0.877072,0.699887,-0.232727,0.029191,1.408586,0.029191,1.408586,0.618002,-0.960511,0.618002,-0.960511,0.618002,-0.960511,-0.614261,-1.074698,-0.614261,-1.074698,-0.328264,1.427640,-0.328264,1.427640,0.805210,0.542065,0.805210,0.542065,0.858985,-0.096424,-0.895661,-0.050549,-0.586507,-1.353819,0.884582,0.530048,-0.890142,-0.583976,0.699331,1.544346,0.276594,1.945187,-0.606130,1.745778,1.024088,0.850234,1.027941,0.901671,-0.595651,-1.847034,
33,0.113707,-0.517061,0.113707,-0.517061,0.043535,0.822271,0.252212,-0.705523,-0.500251,-0.258665,0.040976,1.060887,0.040976,1.060887,0.340853,-0.958549,-0.382601,-1.022964,-0.618341,0.457448,-0.482880,1.028989,0.203358,-1.707254,-0.918838,-0.550618,0.415297,1.650983,0.402783,-1.707555,0.940177,0.747641,0.430239,1.760303,-0.725394,1.534619,-1.083825,0.027655,-1.083825,0.027655,-0.940804,-1.205570,-0.041719,2.029037,-0.041719,2.029037,1.109127,0.000951,-0.702427,-1.981191,1.120272,1.138239,-1.225668,0.063008,-1.220986,0.451614,1.262620,-0.513329,1.099187,1.505044,
34,-0.152334,0.192469,-0.240959,-0.306620,-0.240959,-0.306620,-0.327869,-0.284293,-0.331119,0.637399,0.381927,0.718479,-0.455210,0.862439,-0.455210,0.862439,-0.056189,-1.347583,-0.056189,-1.347583,-0.521180,-1.002461,-0.362103,-1.375017,-0.859488,-0.216508,-0.859488,-0.216508,-0.882477,-0.323107,-0.882477,-0.323107,-0.242326,1.633340,0.756687,1.089597,0.756687,1.089597,-0.931748,-0.162132,-0.683321,1.332012,-0.683321,1.332012,0.068753,-1.822510,-0.783071,-1.446720,-0.044220,2.051044,-0.044220,2.051044,1.118181,0.015470,1.003501,1.164252,1.161557,0.194085,0.671189,-1.924945,
35,0.185478,0.081283,-0.387748,0.179036,-0.393242,-0.418224,-0.021846,-0.876105,-0.240542,-0.894599,0.415907,-0.738084,-0.177464,-1.015615,-0.177464,-1.015615,-0.740288,-0.513883,0.718553,-0.847866,-0.811794,-0.544300,0.877404,0.117533,0.877404,0.117533,-0.848938,-0.626416,0.754191,-1.114636,0.579518,-1.450425,0.880414,0.754728,0.818302,-1.079106,-0.341775,1.726809,0.913401,-0.766004,0.659171,-1.507392,0.267253,1.880278,-0.596113,-1.698382,-0.596113,-1.698382,0.311168,-1.936290,-1.075547,-0.355321,-1.091046,0.393986,-1.046202,-0.797107,1.094625,-0.711151,-0.485585,-1.973248,
36,0.061533,0.032172,0.061533,0.032172,0.056481,0.092191,0.251761,-0.062391,-0.000899,0.599757,0.207043,0.704920,0.430742,-0.168542,0.457859,0.071526,-0.460356,0.088594,0.488038,-0.387813,-0.314855,0.824817,-0.121234,1.162740,-0.121234,1.162740,0.541378,-0.779726,0.541378,-0.779726,0.667567,0.192800,-0.049086,1.276412,0.662602,0.412421,0.700086,0.010320,-0.033354,-1.307721,0.697202,-0.227511,0.029632,-1.323999,-0.715432,0.061740,0.640220,0.669478,0.640220,0.669478,-0.628704,0.782862,-0.597976,-1.057916,-0.829915,0.100176,0.416058,1.375923,0.560107,1.284013,
37,0.160089,0.424515,0.236718,0.362689,-0.117924,0.571470,0.296446,0.289569,0.190151,0.731299,0.155044,0.758682,0.432692,0.105703,0.399765,-0.401723,0.144867,0.900550,-0.085112,-0.966109,-0.462923,-0.523005,0.415796,-0.704859,0.294098,-0.905906,0.641819,-0.118646,-0.492454,0.809883,0.562629,-0.694906,0.689209,-0.063675,0.137060,1.276628,0.137060,1.276628,-0.552771,1.030855,-0.552771,1.030855,0.749089,-0.494628,0.742652,0.784452,-0.817011,0.487045,-0.882199,0.051078,-0.715868,1.245535,-0.913786,-0.540833,-0.913786,-0.540833,-0.800397,-1.144785,-0.260476,-1.803141,
38,-0.011004,-0.068417,0.070048,-0.371819,0.070048,-0.371819,-0.072761,-0.476537,0.242444,0.244753,0.002431,-0.589298,-0.159156,0.607809,0.385807,-0.250185,0.384410,-0.356992,-0.511135,-0.412506,-0.511135,-0.412506,0.649393,-0.081111,-0.482299,-0.894673,-0.667708,0.290575,-0.046706,-1.277936,0.515963,1.088903,0.625475,0.889413,0.625475,0.889413,-0.693519,0.770953,-0.693519,0.770953,-0.604456,-1.130111,-0.604456,-1.130111,0.106907,1.677423,0.697375,1.372449,0.697375,1.372449,-0.948907,0.528945,-0.017266,-1.899321,0.965444,0.868632,0.579470,1.748058,0.579470,1.748058,
39,0.215424,0.094042,0.026100,-0.513283,0.110613,0.491351,0.246886,0.393850,0.096432,0.577750,-0.206488,0.587971,-0.206488,0.587971,-0.372343,0.115166,-0.372343,0.115166,0.089976,1.065600,0.476285,0.851698,0.476285,0.851698,-0.675684,0.420840,0.395492,-1.153723,0.395492,-1.153723,-0.042339,-1.360849,0.731030,-0.197009,0.731030,-0.197009,0.036243,1.465705,0.036243,1.465705,0.271409,-1.413237,-0.506897,1.339780,-0.425011,1.466214,-0.904940,0.154020,0.637764,-1.323439,0.661150,1.392184,-0.958190,-0.397441,0.821366,1.268163,-0.340161,1.862970,-0.252502,1.959101,
40,-0.013138,0.216444,-0.013138,0.216444,-0.233221,0.052311,0.439201,0.280781,0.439201,0.280781,0.509826,-0.201224,-0.430972,-1.093004,0.668451,0.664475,0.668451,0.664475,-0.732260,-0.678481,-0.732260,-0.678481,-0.049851,1.542868,-0.049851,1.542868,0.597172,-1.166542,-0.878375,-0.230345,-0.878375,-0.230345,-0.604069,1.486693,0.005602,1.803575,-0.983325,0.515644,-0.604667,-1.614792,0.817045,1.341211,0.817045,1.341211,0.484820,1.849159,0.484820,1.849159,-1.037895,-0.871173,-1.111717,0.117144,0.786413,-1.605694,0.786413,-1.605694,-0.085712,-2.056126,-0.085712,-2.056126,
41,-0.216271,0.114656,-0.216271,0.114656,-0.211620,-0.305838,0.323836,-0.144984,0.196400,0.554015,-0.322216,0.306193,0.349389,-0.732877,0.349389,-0.732877,0.099826,0.994913,-0.190190,1.049524,0.401645,-1.063054,-0.694611,-0.004991,-0.401597,-1.090009,0.703395,0.338681,0.703395,0.338681,-0.029369,-1.356154,0.601976,-1.105525,0.601976,-1.105525,0.636373,-1.059602,-0.830424,0.202408,-0.838105,0.700684,-0.838105,0.700684,0.923075,-0.055607,0.895491,0.504271,0.552260,1.448744,-0.812394,0.947446,-0.944221,-0.023955,-0.050763,-1.751448,0.688873,1.358804,0.097010,-1.836043,
